"timestamp","message"
"2019-02-26 12:50:02 GMT+0300","Zigzag Down got the highest win rate of 0.75 and purchased. Is direction up? false"
"2019-02-26 12:55:03 GMT+0300","Loss amount: -0.63"
"2019-02-26 12:55:03 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/2 WR: 60 %. "
"2019-02-26 13:04:59 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30868535981)"
"2019-02-26 13:04:59 GMT+0300","Light Extremum Absorption Down got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 13:10:05 GMT+0300","Profit amount: 1.06"
"2019-02-26 13:10:05 GMT+0300","Warmup is done"
"2019-02-26 13:10:05 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 3/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 3/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/2 WR: 60 %. "
"2019-02-26 13:14:59 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30868731061)"
"2019-02-26 13:14:59 GMT+0300","Light Absorption Up got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 13:20:00 GMT+0300","Loss amount: -0.35"
"2019-02-26 13:20:01 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/1 WR: 50 %. LAD: 2/0 WR: 100 %. LEAU: 1/1 WR: 50 %. LEAD: 3/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 3/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/2 WR: 60 %. "
"2019-02-26 13:34:59 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30869092021)"
"2019-02-26 13:34:59 GMT+0300","Stick To Upper BB Up got the highest win rate of 1 and purchased. Is direction up? true"
"2019-02-26 13:40:00 GMT+0300","Loss amount: -0.7"
"2019-02-26 13:40:01 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/1 WR: 50 %. LAD: 2/0 WR: 100 %. LEAU: 1/1 WR: 50 %. LEAD: 3/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 3/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 1/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/2 WR: 60 %. "
"2019-02-26 13:44:59 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30869275861)"
"2019-02-26 13:44:59 GMT+0300","Classic TurnBack Down got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 13:50:00 GMT+0300","Loss amount: -1.4"
"2019-02-26 13:50:01 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/1 WR: 50 %. LAD: 2/0 WR: 100 %. LEAU: 1/1 WR: 50 %. LEAD: 3/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 1/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 3/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 1/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/2 WR: 60 %. "
"2019-02-26 14:00:02 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30869580861)"
"2019-02-26 14:00:02 GMT+0300","Absorption Up got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 14:05:04 GMT+0300","Loss amount: -2.8"
"2019-02-26 14:05:04 GMT+0300","AU: 1/1 WR: 50 %. AD: 2/0 WR: 100 %. EAU: 1/1 WR: 50 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/1 WR: 50 %. LAD: 2/0 WR: 100 %. LEAU: 2/1 WR: 66 %. LEAD: 3/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 1/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 3/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 1/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/3 WR: 50 %. "
"2019-02-26 14:14:59 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30869869061)"
"2019-02-26 14:14:59 GMT+0300","Extremum Absorption Down got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 14:20:00 GMT+0300","Profit amount: 5.27"
"2019-02-26 14:20:01 GMT+0300","AU: 1/1 WR: 50 %. AD: 2/0 WR: 100 %. EAU: 1/1 WR: 50 %. EAD: 3/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/1 WR: 50 %. LAD: 2/0 WR: 100 %. LEAU: 2/1 WR: 66 %. LEAD: 4/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 1/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 4/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 1/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/3 WR: 50 %. "
"2019-02-26 16:53:52 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30873482621)"
"2019-02-26 16:53:53 GMT+0300","Stick To Upper BB Up got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 16:58:52 GMT+0300","Profit amount: 0.31"
