"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
115,"2019-02-27 19:35:02 GMT+0300","30905083461","CALL","8279.275","8280.116",0.35,0.66,"0.31"
116,"2019-02-27 20:05:04 GMT+0300","30905702761","CALL","8269.727","8267.971",0.35,"0.00","-0.35"
117,"2019-02-27 20:10:10 GMT+0300","30905799821","PUT","8268.040","8268.856","0.70","0.00","-0.70"
118,"2019-02-27 20:15:16 GMT+0300","30905897481","PUT","8268.654","8264.022","1.40",2.72,"1.32"
119,"2019-02-27 20:25:02 GMT+0300","30906088881","CALL","8267.014","8266.124",0.35,"0.00","-0.35"
120,"2019-02-27 20:30:12 GMT+0300","30906186641","CALL","8265.207","8266.657","0.70",1.36,"0.66"
121,"2019-02-27 20:35:20 GMT+0300","30906278501","CALL","8267.400","8265.940",0.35,"0.00","-0.35"
122,"2019-02-27 20:45:00 GMT+0300","30906446181","PUT","8264.921","8266.236","0.70","0.00","-0.70"
123,"2019-02-27 21:00:03 GMT+0300","30906716461","PUT","8262.913","8267.294","1.40","0.00","-1.40"
124,"2019-02-27 21:10:02 GMT+0300","30906892881","CALL","8265.285","8268.196","2.80",5.44,"2.64"
125,"2019-02-27 21:15:08 GMT+0300","30906984621","CALL","8268.194","8273.061",0.35,0.66,"0.31"
126,"2019-02-27 21:40:00 GMT+0300","30907442401","PUT","8272.508","8273.500",0.35,"0.00","-0.35"
127,"2019-02-27 21:50:02 GMT+0300","30907618841","PUT","8275.613","8277.111","0.70","0.00","-0.70"
128,"2019-02-27 22:05:00 GMT+0300","30907889061","PUT","8275.077","8273.838","1.40",2.72,"1.32"
129,"2019-02-27 22:30:02 GMT+0300","30908322061","PUT","8273.285","8272.470",0.35,0.66,"0.31"
130,"2019-02-27 22:45:00 GMT+0300","30908573061","CALL","8272.605","8272.792",0.35,0.66,"0.31"
131,"2019-02-27 22:50:06 GMT+0300","30908653561","CALL","8272.587","8267.151",0.35,"0.00","-0.35"
132,"2019-02-27 22:55:12 GMT+0300","30908734261","CALL","8268.377","8270.301","0.70",1.36,"0.66"
133,"2019-02-27 23:00:21 GMT+0300","30908819301","CALL","8270.259","8275.257",0.35,0.66,"0.31"
134,"2019-02-27 23:05:24 GMT+0300","30908904681","CALL","8274.982","8275.640",0.35,0.66,"0.31"
135,"2019-02-27 23:15:00 GMT+0300","30909043801","PUT","8273.653","8273.799",0.35,"0.00","-0.35"
136,"2019-02-27 23:45:00 GMT+0300","30909503421","PUT","8279.255","8278.590","0.70",1.36,"0.66"
137,"2019-02-27 23:50:06 GMT+0300","30909571861","PUT","8278.713","8281.616",0.35,"0.00","-0.35"
138,"2019-02-27 00:00:02 GMT+0300","30909706961","CALL","8280.325","8282.412","0.70",1.36,"0.66"
